ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
226361_at	1.55e-04	3.16e-05	-4.595148	2.017663	-0.9945906	TMEM42	transmembrane protein 42
201447_at	1.55e-04	3.16e-05	4.595131	2.017607	1.0490727	TIA1	TIA1 cytotoxic granule-associated RNA binding protein
202628_s_at	1.55e-04	3.17e-05	4.594444	2.015411	2.3914973	SERPINE1	serpin family E member 1
244592_at	1.55e-04	3.17e-05	-4.594408	2.015297	-0.9651407		
209868_s_at	1.56e-04	3.17e-05	4.593919	2.013735	1.8347693	RBMS1	RNA binding motif single stranded interacting protein 1
219481_at	1.56e-04	3.18e-05	4.593843	2.013492	1.2655933	TTC13	tetratricopeptide repeat domain 13
239193_at	1.56e-04	3.18e-05	4.593542	2.012528	1.4883117	FUBP3	far upstream element binding protein 3
201099_at	1.56e-04	3.18e-05	4.593503	2.012406	1.1964695	USP9X	ubiquitin specific peptidase 9, X-linked
205341_at	1.56e-04	3.18e-05	-4.593474	2.012312	-0.5154537	EHD2	EH domain containing 2
216212_s_at	1.56e-04	3.18e-05	4.593195	2.011422	1.3918417	MIR664B///SNORA56///DKC1	microRNA 664b///small nucleolar RNA, H/ACA box 56///dyskerin pseudouridine synthase 1
223104_at	1.56e-04	3.19e-05	4.592804	2.010171	0.9880207	JAGN1	jagunal homolog 1
1569679_at	1.56e-04	3.19e-05	-4.592648	2.009671	-0.5274154	CDH22	cadherin 22
216032_s_at	1.56e-04	3.19e-05	4.592305	2.008578	0.8499544	ERGIC3	ERGIC and golgi 3
201092_at	1.56e-04	3.19e-05	4.592277	2.008487	0.8625864	RBBP7	RB binding protein 7, chromatin remodeling factor
209515_s_at	1.56e-04	3.19e-05	4.592236	2.008356	1.0541155	RAB27A	RAB27A, member RAS oncogene family
203312_x_at	1.56e-04	3.20e-05	4.591895	2.007268	0.8584385	ARF6	ADP ribosylation factor 6
202561_at	1.57e-04	3.20e-05	-4.591534	2.006113	-1.2540557	TNKS	tankyrase
228955_at	1.57e-04	3.20e-05	4.591477	2.005931	2.3210152	LRP8	LDL receptor related protein 8
229607_at	1.57e-04	3.20e-05	-4.591359	2.005555	-0.6070118		
243127_x_at	1.57e-04	3.21e-05	-4.590936	2.004202	-0.4444967	DNASE1	deoxyribonuclease 1
213156_at	1.57e-04	3.21e-05	-4.590711	2.003482	-1.6352736	ZBTB20	zinc finger and BTB domain containing 20
208502_s_at	1.57e-04	3.22e-05	4.589745	2.000398	2.2807666	PITX1	paired like homeodomain 1
1566191_at	1.57e-04	3.22e-05	4.589723	2.000326	1.3430409	SUZ12	SUZ12 polycomb repressive complex 2 subunit
202202_s_at	1.58e-04	3.23e-05	-4.589002	1.998023	-1.7139898	LAMA4	laminin subunit alpha 4
205020_s_at	1.58e-04	3.23e-05	-4.588479	1.996353	-1.5566366	ARL4A	ADP ribosylation factor like GTPase 4A
239162_at	1.58e-04	3.24e-05	4.588205	1.995478	1.5328703	DAPK1-IT1	DAPK1 intronic transcript 1
220238_s_at	1.58e-04	3.24e-05	4.587951	1.994666	1.864137	KLHL7	kelch like family member 7
209593_s_at	1.58e-04	3.24e-05	4.587892	1.994477	1.2050465	TOR1B	torsin family 1 member B
209686_at	1.58e-04	3.24e-05	-4.587495	1.993209	-3.3446359	S100B	S100 calcium binding protein B
203898_at	1.58e-04	3.24e-05	4.587452	1.993072	0.5773601	CRCP	CGRP receptor component
240737_at	1.58e-04	3.25e-05	-4.587174	1.992182	-0.746554		
229315_at	1.58e-04	3.25e-05	-4.587126	1.992031	-0.8620089		
201039_s_at	1.59e-04	3.26e-05	4.586104	1.988764	1.5158768	RAD23A	RAD23 homolog A, nucleotide excision repair protein
1555824_a_at	1.59e-04	3.26e-05	-4.586098	1.988746	-0.6597716	PACS2	phosphofurin acidic cluster sorting protein 2
208880_s_at	1.59e-04	3.26e-05	-4.585636	1.987272	-0.9535859	PRPF6	pre-mRNA processing factor 6
238267_s_at	1.59e-04	3.27e-05	-4.585021	1.985308	-0.5949828		
204519_s_at	1.60e-04	3.28e-05	-4.584494	1.983623	-1.8185587	PLLP	plasmolipin
219868_s_at	1.60e-04	3.29e-05	4.583058	1.979037	1.2173266	ANKFY1	ankyrin repeat and FYVE domain containing 1
217980_s_at	1.61e-04	3.30e-05	4.582589	1.97754	0.7612575	MRPL16	mitochondrial ribosomal protein L16
225832_s_at	1.61e-04	3.31e-05	4.58172	1.974767	0.9774547	DAGLB	diacylglycerol lipase beta
238560_at	1.61e-04	3.31e-05	-4.581114	1.97283	-0.8524361	CALCOCO2	calcium binding and coiled-coil domain 2
215883_at	1.61e-04	3.31e-05	-4.580984	1.972417	-0.4992113	CTNNA1	catenin alpha 1
204657_s_at	1.62e-04	3.32e-05	4.580646	1.971338	1.2968229	SHB	SH2 domain containing adaptor protein B
225571_at	1.62e-04	3.32e-05	-4.580396	1.970537	-2.3252026	LIFR	leukemia inhibitory factor receptor alpha
49679_s_at	1.62e-04	3.32e-05	-4.580104	1.969608	-0.9282889	MMP24-AS1	MMP24 antisense RNA 1
243827_at	1.62e-04	3.33e-05	4.57986	1.968828	1.1503518		
217232_x_at	1.62e-04	3.33e-05	-4.579659	1.968187	-3.5068226	HBB	hemoglobin subunit beta
243350_at	1.62e-04	3.33e-05	-4.579543	1.967817	-0.7926414		
209817_at	1.62e-04	3.33e-05	4.579277	1.966966	1.1193641	PPP3CB	protein phosphatase 3 catalytic subunit beta
202093_s_at	1.62e-04	3.34e-05	-4.578944	1.965905	-0.9705056	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component
1567997_x_at	1.62e-04	3.34e-05	-4.578931	1.965862	-1.3167693		
217815_at	1.62e-04	3.34e-05	4.57863	1.964901	0.9144819	SUPT16H	SPT16 homolog, facilitates chromatin remodeling subunit
222427_s_at	1.63e-04	3.34e-05	4.578299	1.963844	0.6842019	LARS	leucyl-tRNA synthetase
1562608_at	1.64e-04	3.36e-05	-4.576538	1.958225	-1.3506761		
1558014_s_at	1.64e-04	3.36e-05	4.576455	1.95796	1.4920691	FAR1	fatty acyl-CoA reductase 1
1553102_a_at	1.64e-04	3.37e-05	-4.576105	1.956841	-1.7957189	CCDC69	coiled-coil domain containing 69
226178_at	1.64e-04	3.37e-05	4.575938	1.956309	0.8308495	SOCS4	suppressor of cytokine signaling 4
218682_s_at	1.64e-04	3.38e-05	4.575429	1.954683	0.7740782	SLC4A1AP	solute carrier family 4 member 1 adaptor protein
208885_at	1.64e-04	3.38e-05	4.575378	1.954523	2.2683106	LCP1	lymphocyte cytosolic protein 1
201635_s_at	1.64e-04	3.38e-05	4.57487	1.952901	1.3456133	FXR1	FMR1 autosomal homolog 1
240125_at	1.64e-04	3.38e-05	-4.574825	1.952758	-0.7780084		
204702_s_at	1.65e-04	3.39e-05	4.574177	1.950689	2.271665	NFE2L3	nuclear factor, erythroid 2 like 3
227942_s_at	1.65e-04	3.39e-05	4.573733	1.949273	1.1203036	CRIPT	CXXC repeat containing interactor of PDZ3 domain
37254_at	1.65e-04	3.40e-05	-4.573387	1.94817	-0.9778831	ZNF133	zinc finger protein 133
204071_s_at	1.65e-04	3.40e-05	4.573262	1.947771	0.7919798	TOPORS	TOP1 binding arginine/serine rich protein
227564_at	1.65e-04	3.40e-05	-4.572837	1.946415	-0.9816388	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase
221580_s_at	1.65e-04	3.41e-05	4.572513	1.94538	1.0115328	MIR1304///SNORD5///SNORA32///SNORA40///SNORA18///SNORA1///SNORA8///TAF1D	microRNA 1304///small nucleolar RNA, C/D box 5///small nucleolar RNA, H/ACA box 32///small nucleolar RNA, H/ACA box 40///small nucleolar RNA, H/ACA box 18///small nucleolar RNA, H/ACA box 1///small nucleolar RNA, H/ACA box 8///TATA-box binding protein associated factor, RNA polymerase I subunit D
207956_x_at	1.65e-04	3.41e-05	4.572476	1.945262	0.9768942	PDS5B	PDS5 cohesin associated factor B
238412_at	1.65e-04	3.41e-05	-4.572403	1.945028	-0.8038595	LOC101060405///RRN3P3	putative RRN3-like protein RRN3P1///RRN3 homolog, RNA polymerase I transcription factor pseudogene 3
202783_at	1.66e-04	3.41e-05	4.572025	1.943822	1.4626718	NNT	nicotinamide nucleotide transhydrogenase
211756_at	1.66e-04	3.42e-05	-4.571262	1.941389	-2.5828141	PTHLH	parathyroid hormone like hormone
223502_s_at	1.66e-04	3.43e-05	4.571011	1.940588	2.3684191	TNFSF13B	tumor necrosis factor superfamily member 13b
202334_s_at	1.66e-04	3.43e-05	-4.570572	1.939189	-0.7277458	UBE2B	ubiquitin conjugating enzyme E2 B
202626_s_at	1.66e-04	3.43e-05	4.570265	1.938209	2.1442106	LYN	LYN proto-oncogene, Src family tyrosine kinase
221796_at	1.67e-04	3.44e-05	-4.569985	1.937315	-3.7736829	NTRK2	neurotrophic receptor tyrosine kinase 2
223264_at	1.68e-04	3.46e-05	4.56794	1.930794	0.9899441	MESDC1	mesoderm development candidate 1
228030_at	1.68e-04	3.47e-05	4.567508	1.929417	2.512902	RBM6	RNA binding motif protein 6
228069_at	1.68e-04	3.47e-05	4.567431	1.929171	2.0820095	MTFR2	mitochondrial fission regulator 2
213340_s_at	1.68e-04	3.47e-05	-4.567202	1.928439	-1.4163706	TP73-AS1	TP73 antisense RNA 1
242405_at	1.68e-04	3.47e-05	-4.566975	1.927716	-1.7977156		
220925_at	1.68e-04	3.47e-05	4.566936	1.927593	1.1179062	NAA35	N(alpha)-acetyltransferase 35, NatC auxiliary subunit
200032_s_at	1.68e-04	3.48e-05	-4.566377	1.925808	-0.4459515	RPL9	ribosomal protein L9
218821_at	1.68e-04	3.48e-05	-4.566244	1.925386	-0.7799636	LOC100652930///STX16-NPEPL1///NPEPL1	uncharacterized LOC100652930///STX16-NPEPL1 readthrough (NMD candidate)///aminopeptidase-like 1
208977_x_at	1.69e-04	3.48e-05	4.565823	1.924041	0.8352484	TUBB4B	tubulin beta 4B class IVb
209998_at	1.69e-04	3.48e-05	4.565807	1.923993	1.0289581	PIGO	phosphatidylinositol glycan anchor biosynthesis class O
1560198_at	1.69e-04	3.49e-05	-4.565634	1.923439	-0.4091324	LINC00523	long intergenic non-protein coding RNA 523
226962_at	1.69e-04	3.49e-05	4.565358	1.922559	0.9478226	ZBTB41	zinc finger and BTB domain containing 41
242007_at	1.69e-04	3.49e-05	-4.564928	1.921188	-0.652202	FBXO30	F-box protein 30
224841_x_at	1.69e-04	3.50e-05	-4.564862	1.920977	-0.9777688	SNORD77///SNORD76///SNORD74///GAS5///SNORD44///SNORD47///SNORD80///SNORD79///SNORD81	small nucleolar RNA, C/D box 77///small nucleolar RNA, C/D box 76///small nucleolar RNA, C/D box 74///growth arrest specific 5 (non-protein coding)///small nucleolar RNA, C/D box 44///small nucleolar RNA, C/D box 47///small nucleolar RNA, C/D box 80///small nucleolar RNA, C/D box 79///small nucleolar RNA, C/D box 81
227686_at	1.69e-04	3.50e-05	4.564716	1.920513	0.9868149	OXNAD1	oxidoreductase NAD binding domain containing 1
221527_s_at	1.69e-04	3.50e-05	-4.56453	1.91992	-1.3001049	PARD3	par-3 family cell polarity regulator
206158_s_at	1.69e-04	3.50e-05	4.56445	1.919666	0.8314617	CNBP	CCHC-type zinc finger nucleic acid binding protein
201781_s_at	1.69e-04	3.50e-05	4.564324	1.919264	1.0610478	AIP	aryl hydrocarbon receptor interacting protein
225365_at	1.69e-04	3.50e-05	4.564175	1.918787	0.8317286	ZDHHC20	zinc finger DHHC-type containing 20
212281_s_at	1.69e-04	3.50e-05	4.564165	1.918756	2.2760879	TMEM97	transmembrane protein 97
212219_at	1.69e-04	3.51e-05	4.563736	1.91739	1.2797346	PSME4	proteasome activator subunit 4
214895_s_at	1.70e-04	3.51e-05	4.563478	1.916566	1.4772852	ADAM10	ADAM metallopeptidase domain 10
201593_s_at	1.70e-04	3.52e-05	4.562965	1.914932	0.9438508	ZC3H15	zinc finger CCCH-type containing 15
230497_at	1.70e-04	3.53e-05	-4.562082	1.912117	-0.7526715	CELF5	CUGBP, Elav-like family member 5
222907_x_at	1.71e-04	3.54e-05	4.561078	1.908915	1.0650623	TMEM50B	transmembrane protein 50B
229333_at	1.71e-04	3.54e-05	4.560899	1.908345	1.1707031	GMPS	guanine monophosphate synthase
211297_s_at	1.71e-04	3.54e-05	4.560858	1.908215	1.5326038	CDK7	cyclin dependent kinase 7
213463_s_at	1.71e-04	3.54e-05	4.560733	1.907816	1.3807199	FAM149B1	family with sequence similarity 149 member B1
213771_at	1.71e-04	3.55e-05	-4.56017	1.906022	-0.5338318	IRF2BP1	interferon regulatory factor 2 binding protein 1
215279_at	1.72e-04	3.56e-05	-4.559505	1.903901	-0.8672305		
232952_at	1.72e-04	3.56e-05	4.559307	1.903271	1.3846463		
219469_at	1.72e-04	3.56e-05	-4.559004	1.902307	-1.4798893	DYNC2H1	dynein cytoplasmic 2 heavy chain 1
203427_at	1.72e-04	3.57e-05	4.558789	1.901622	1.2771985	ASF1A	anti-silencing function 1A histone chaperone
1559094_at	1.72e-04	3.57e-05	4.558352	1.90023	1.2456117	FBXO9	F-box protein 9
207563_s_at	1.72e-04	3.58e-05	4.55799	1.899075	1.3655255	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase
227019_at	1.72e-04	3.58e-05	-4.557959	1.898975	-1.5505318	C1orf226	chromosome 1 open reading frame 226
217877_s_at	1.73e-04	3.58e-05	4.557303	1.896887	0.7152958	GPBP1L1	GC-rich promoter binding protein 1 like 1
202815_s_at	1.73e-04	3.59e-05	-4.556868	1.895498	-0.9544351	HEXIM1	hexamethylene bisacetamide inducible 1
215714_s_at	1.73e-04	3.60e-05	4.556105	1.893068	1.6048294	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
217543_s_at	1.73e-04	3.60e-05	4.555953	1.892583	0.8789081	MBTPS1	membrane bound transcription factor peptidase, site 1
41644_at	1.74e-04	3.61e-05	-4.55553	1.891235	-1.5568347	SASH1	SAM and SH3 domain containing 1
226040_at	1.74e-04	3.61e-05	-4.554758	1.888778	-1.1121409	TRIM56	tripartite motif containing 56
226128_at	1.74e-04	3.62e-05	4.554336	1.887434	1.0386925	BROX	BRO1 domain and CAAX motif containing
204875_s_at	1.74e-04	3.62e-05	4.554212	1.887038	2.0247885	GMDS	GDP-mannose 4,6-dehydratase
229302_at	1.75e-04	3.63e-05	-4.553609	1.885118	-1.7904327	TMEM178A	transmembrane protein 178A
202347_s_at	1.75e-04	3.63e-05	4.55359	1.885055	0.8815474	UBE2K	ubiquitin conjugating enzyme E2 K
91617_at	1.75e-04	3.63e-05	-4.553289	1.884097	-0.860559	MIR1306///DGCR8	microRNA 1306///DGCR8 microprocessor complex subunit
201717_at	1.75e-04	3.64e-05	4.552892	1.882834	0.6745747	MRPL49	mitochondrial ribosomal protein L49
205474_at	1.75e-04	3.64e-05	4.552529	1.881676	0.8894887	CRLF3	cytokine receptor like factor 3
217497_at	1.75e-04	3.65e-05	4.552193	1.880606	1.5133704	TYMP	thymidine phosphorylase
209474_s_at	1.75e-04	3.65e-05	4.552126	1.880395	1.6446178	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1
223279_s_at	1.76e-04	3.65e-05	-4.551506	1.878419	-1.233114	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats
225474_at	1.76e-04	3.66e-05	-4.551373	1.877996	-1.4826302	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
220326_s_at	1.76e-04	3.66e-05	-4.551138	1.877247	-1.432954	ARHGEF40	Rho guanine nucleotide exchange factor 40
218466_at	1.76e-04	3.66e-05	-4.550871	1.876398	-1.0132042	TBC1D17	TBC1 domain family member 17
204299_at	1.76e-04	3.67e-05	4.550448	1.875049	0.8398771	SRSF10	serine and arginine rich splicing factor 10
225546_at	1.76e-04	3.67e-05	-4.550405	1.874911	-0.7969903	LOC101930123///EEF2K	eukaryotic elongation factor 2 kinase///eukaryotic elongation factor 2 kinase
224240_s_at	1.76e-04	3.67e-05	-4.550306	1.874598	-2.0829909	CCL28	C-C motif chemokine ligand 28
222037_at	1.76e-04	3.67e-05	4.550173	1.874174	1.2079761	MCM4	minichromosome maintenance complex component 4
201573_s_at	1.76e-04	3.67e-05	4.550023	1.873695	0.8018124	ETF1	eukaryotic translation termination factor 1
200823_x_at	1.76e-04	3.67e-05	-4.549889	1.873268	-0.637516	RPL29	ribosomal protein L29
227526_at	1.77e-04	3.68e-05	-4.549251	1.871238	-1.5604031	CDON	cell adhesion associated, oncogene regulated
238527_at	1.78e-04	3.70e-05	-4.547602	1.865986	-0.485407	CLUHP3	clustered mitochondria homolog pseudogene 3
209335_at	1.78e-04	3.71e-05	-4.547226	1.864789	-2.6276189	DCN	decorin
213153_at	1.78e-04	3.71e-05	-4.546851	1.863597	-0.486453	SETD1B	SET domain containing 1B
205098_at	1.79e-04	3.73e-05	4.545591	1.859587	1.7749817	CCR1	C-C motif chemokine receptor 1
201977_s_at	1.79e-04	3.73e-05	4.545457	1.859158	0.9482911	KIAA0141	KIAA0141
208730_x_at	1.79e-04	3.74e-05	-4.544532	1.856215	-0.591412	RAB2A	RAB2A, member RAS oncogene family
223174_at	1.79e-04	3.74e-05	4.544146	1.854988	0.8146186	BTBD10	BTB domain containing 10
230880_at	1.79e-04	3.75e-05	-4.544071	1.854748	-0.9309676	KIAA1652	KIAA1652 protein
210625_s_at	1.80e-04	3.75e-05	4.543748	1.853721	2.0135268	AKAP1	A-kinase anchoring protein 1
218719_s_at	1.80e-04	3.75e-05	4.543616	1.8533	1.3498034	GINS3	GINS complex subunit 3
213527_s_at	1.80e-04	3.76e-05	-4.543053	1.851507	-1.0816046	ZNF688	zinc finger protein 688
224629_at	1.80e-04	3.76e-05	4.542952	1.851186	0.5881898	LMAN1	lectin, mannose binding 1
203880_at	1.80e-04	3.76e-05	4.542767	1.850597	1.0122754	POPDC2///COX17	popeye domain containing 2///COX17, cytochrome c oxidase copper chaperone
201050_at	1.80e-04	3.76e-05	4.542753	1.850554	1.4711141	PLD3	phospholipase D family member 3
207980_s_at	1.80e-04	3.77e-05	4.542292	1.849085	2.1323868	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
213747_at	1.80e-04	3.77e-05	4.54201	1.848188	1.2465381	AZIN1	antizyme inhibitor 1
243759_at	1.81e-04	3.78e-05	4.54143	1.846344	1.0314478	SCAF4	SR-related CTD associated factor 4
211793_s_at	1.81e-04	3.78e-05	4.541137	1.845409	1.0959271	ABI2	abl-interactor 2
225505_s_at	1.81e-04	3.79e-05	-4.540806	1.844359	-1.146336	PCED1A	PC-esterase domain containing 1A
229385_s_at	1.81e-04	3.79e-05	4.54074	1.844147	2.2297225	TINCR	tissue differentiation-inducing non-protein coding RNA
217790_s_at	1.81e-04	3.79e-05	4.540715	1.844068	1.073819	SSR3	signal sequence receptor subunit 3
1560853_x_at	1.81e-04	3.79e-05	-4.540603	1.843711	-0.7907729	ZNF826P	zinc finger protein 826, pseudogene
200918_s_at	1.82e-04	3.80e-05	4.539509	1.840231	1.0477903	SRPRA	SRP receptor alpha subunit
203333_at	1.82e-04	3.82e-05	4.538306	1.836403	1.0009314	KIFAP3	kinesin associated protein 3
213258_at	1.82e-04	3.82e-05	-4.538259	1.836255	-1.8354827	TFPI	tissue factor pathway inhibitor
209891_at	1.83e-04	3.82e-05	4.537885	1.835066	1.9407365	SPC25	SPC25, NDC80 kinetochore complex component
225846_at	1.83e-04	3.83e-05	4.537457	1.833704	2.1632953	ESRP1	epithelial splicing regulatory protein 1
1558515_at	1.83e-04	3.83e-05	4.537052	1.832414	1.6315877	FTX	FTX transcript, XIST regulator (non-protein coding)
214338_at	1.84e-04	3.84e-05	-4.536295	1.830007	-0.724965	DNAJB12	DnaJ heat shock protein family (Hsp40) member B12
223691_at	1.84e-04	3.84e-05	-4.536226	1.829787	-0.8439409	RGS22	regulator of G-protein signaling 22
244042_x_at	1.84e-04	3.85e-05	-4.535832	1.828534	-2.0808855		
238714_at	1.84e-04	3.85e-05	4.535356	1.827021	1.1225671		
237459_at	1.84e-04	3.86e-05	4.535066	1.826099	1.8571662		
203179_at	1.84e-04	3.86e-05	-4.534729	1.825026	-0.9375701	GALT	galactose-1-phosphate uridylyltransferase
201329_s_at	1.85e-04	3.87e-05	4.534345	1.823804	1.309628	ETS2	ETS proto-oncogene 2, transcription factor
217182_at	1.85e-04	3.87e-05	-4.534101	1.823029	-0.7395698	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming
244359_s_at	1.85e-04	3.87e-05	-4.533922	1.822458	-2.4708082		
201835_s_at	1.85e-04	3.88e-05	4.533009	1.819557	1.4437184	PRKAB1	protein kinase AMP-activated non-catalytic subunit beta 1
237163_x_at	1.85e-04	3.89e-05	-4.53267	1.818479	-0.3879455	LOC390705	protein phosphatase 2 regulatory subunit B'', beta pseudogene
1557738_at	1.85e-04	3.89e-05	4.53264	1.818382	1.4514945		
1557553_at	1.86e-04	3.89e-05	-4.532231	1.817082	-1.3843294	PPP1R12B	protein phosphatase 1 regulatory subunit 12B
218256_s_at	1.86e-04	3.90e-05	4.531855	1.815887	0.8857722	NUP54	nucleoporin 54
205681_at	1.86e-04	3.91e-05	4.53143	1.814537	3.1771182	BCL2A1	BCL2 related protein A1
204857_at	1.87e-04	3.92e-05	4.530467	1.811476	1.2854747	MAD1L1	MAD1 mitotic arrest deficient like 1
218019_s_at	1.87e-04	3.92e-05	-4.530372	1.811172	-1.4092072	PDXK	pyridoxal (pyridoxine, vitamin B6) kinase
1567014_s_at	1.87e-04	3.92e-05	4.530219	1.810686	1.2009171	NFE2L2///CSNK2A1	nuclear factor, erythroid 2 like 2///casein kinase 2 alpha 1
210707_x_at	1.88e-04	3.94e-05	4.528703	1.805868	0.5152318	DTX2P1-UPK3BP1-PMS2P11	DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene
216396_s_at	1.88e-04	3.95e-05	4.528214	1.804313	1.1242943	EI24	EI24, autophagy associated transmembrane protein
228760_at	1.88e-04	3.95e-05	-4.528099	1.803948	-0.9350935	SRSF8	serine and arginine rich splicing factor 8
212342_at	1.88e-04	3.95e-05	4.527926	1.803397	0.743693	YIPF6	Yip1 domain family member 6
1564383_s_at	1.88e-04	3.95e-05	-4.527905	1.803332	-0.5079903	FLJ35934	FLJ35934
200097_s_at	1.88e-04	3.96e-05	4.527402	1.80173	0.7474175	HNRNPK	heterogeneous nuclear ribonucleoprotein K
236072_at	1.89e-04	3.97e-05	-4.526823	1.799891	-0.9168016		
200064_at	1.89e-04	3.97e-05	4.526749	1.799656	0.7013532	HSP90AB1	heat shock protein 90 alpha family class B member 1
204373_s_at	1.89e-04	3.97e-05	4.526558	1.799049	0.839996	CEP350	centrosomal protein 350
210628_x_at	1.89e-04	3.97e-05	-4.526552	1.79903	-0.617751	LTBP4	latent transforming growth factor beta binding protein 4
217848_s_at	1.89e-04	3.97e-05	4.526528	1.798955	0.989549	PPA1	pyrophosphatase (inorganic) 1
223168_at	1.89e-04	3.97e-05	-4.526476	1.798788	-1.6853754	RHOU	ras homolog family member U
225531_at	1.89e-04	3.98e-05	-4.526059	1.797464	-0.9286387	CABLES1	Cdk5 and Abl enzyme substrate 1
223203_at	1.89e-04	3.98e-05	-4.525662	1.796204	-0.7775989	FAM156B///FAM156A	family with sequence similarity 156 member B///family with sequence similarity 156 member A
223126_s_at	1.89e-04	3.98e-05	-4.525644	1.796145	-2.114068	C1orf21	chromosome 1 open reading frame 21
223387_at	1.89e-04	3.98e-05	-4.525365	1.79526	-0.9068598	ZFYVE1	zinc finger FYVE-type containing 1
241879_at	1.89e-04	3.99e-05	4.525104	1.79443	1.492433	LPP	LIM domain containing preferred translocation partner in lipoma
223614_at	1.89e-04	3.99e-05	-4.525028	1.794187	-1.8920679	MMP16	matrix metallopeptidase 16
210027_s_at	1.90e-04	3.99e-05	4.524698	1.793139	0.8415258	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1
218828_at	1.90e-04	4.00e-05	-4.524285	1.791827	-0.550443	TMEM256-PLSCR3///PLSCR3	TMEM256-PLSCR3 readthrough (NMD candidate)///phospholipid scramblase 3
233014_at	1.90e-04	4.00e-05	4.524223	1.791631	1.1687355	IDI1	isopentenyl-diphosphate delta isomerase 1
201048_x_at	1.90e-04	4.00e-05	4.524076	1.791164	1.3488007	WTH3DI///RAB6A	RAB6C-like///RAB6A, member RAS oncogene family
1555326_a_at	1.90e-04	4.00e-05	4.524022	1.79099	1.9191512	ADAM9	ADAM metallopeptidase domain 9
206391_at	1.90e-04	4.00e-05	4.523931	1.790703	2.9775539	RARRES1	retinoic acid receptor responder 1
229980_s_at	1.90e-04	4.01e-05	4.523667	1.789862	0.7512355	SNX5	sorting nexin 5
212572_at	1.91e-04	4.02e-05	4.522936	1.787542	1.7342427	STK38L	serine/threonine kinase 38 like
